1,1,7,28.25051926
2,1,6,84.13893375
3,1,5,95.09308432
4,1,4,13.81717708
5,1,3,80.02832546
6,1,2,42.03388983
7,1,1,43.54093551
8,2,7,91.78023747
9,2,6,72.45266146
10,2,5,39.55867981
11,2,4,51.83843089
12,2,3,90.64220156
13,2,2,32.74163507
14,2,1,74.45561743
15,3,7,83.22491567
16,3,6,69.39997306
17,3,5,48.42080493
18,3,4,78.64017915
19,3,3,60.75378604
20,3,2,29.83174201
21,3,1,50.43801298
22,4,7,14.15821615
23,4,6,34.56925238
24,4,5,84.54815006
25,4,4,32.74222945
26,4,3,80.55461055
27,4,2,22.65263261
28,4,1,87.22298101
29,5,7,6.755028962
30,5,6,79.92227716
31,5,5,70.16762016
32,5,4,79.11123308
33,5,3,11.0517126
34,5,2,40.94462948
35,5,1,51.38758499
36,6,7,99.64249062
37,6,6,68.29416064
38,6,5,56.34015245
39,6,4,95.32605273
40,6,3,37.12399249
41,6,2,68.32462145
42,6,1,38.25554168
43,7,7,39.55691206
44,7,6,96.01719741
45,7,5,42.25524835
46,7,4,22.65222172
47,7,3,91.79043039
48,7,2,94.47916883
49,7,1,5.147230756
50,8,7,95.28932324
51,8,6,65.1345768
52,8,5,25.04651498
53,8,4,93.15066749
54,8,3,70.16850867
55,8,2,18.27084485
56,8,1,32.72870695
57,9,7,16.04711901
58,9,6,32.93114991
59,9,5,19.85027156
60,9,4,14.15919931
61,9,3,58.97799844
62,9,2,48.42035733
63,9,1,71.19116095
64,10,7,96.52971288
65,10,6,8.824764472
66,10,5,94.22811272
67,10,4,72.7090394
68,10,3,81.58432447
69,10,2,70.16902695
70,10,1,38.7658127
71,11,7,53.93436866
72,11,6,69.39763814
73,11,5,71.09071395
74,11,4,23.87058881
75,11,3,82.35020997
76,11,2,13.48584855
77,11,1,72.45291998
78,12,7,95.09441346
79,12,6,2.674458735
80,12,5,95.45187086
81,12,4,0.756162901
82,12,3,28.11322395
83,12,2,38.23874756
84,12,1,40.7183091
85,13,7,8.825025901
86,13,6,5.146917789
87,13,5,96.52911381
88,13,4,46.22178049
89,13,3,33.33171774
90,13,2,95.32691189
91,13,1,3.292230608
92,14,7,51.4346953
93,14,6,90.64190386
94,14,5,44.51237014
95,14,4,66.69814648
96,14,3,0.067307402
97,14,2,45.01848424
98,14,1,93.83105011
99,15,7,77.30079344
100,15,6,68.74025228
101,15,5,68.32406918
102,15,4,89.56079494
103,15,3,61.10457274
104,15,2,44.24045746
105,15,1,82.34880877
106,16,7,39.98973344
107,16,6,34.56798046
108,16,5,37.81587416
109,16,4,72.45435114
110,16,3,95.28941033
111,16,2,24.25329393
112,16,1,28.25116822
113,17,7,19.85105079
114,17,6,40.94400423
115,17,5,89.18423477
116,17,4,21.84428828
117,17,3,65.13492199
118,17,2,53.93526937
119,17,1,82.87545198
120,18,7,28.25294645
121,18,6,38.23933234
122,18,5,55.47415682
123,18,4,93.41688529
124,18,3,25.0467024
125,18,2,40.94387235
126,18,1,60.4524923
127,19,7,22.70409089
128,19,6,39.9884658
129,19,5,63.23289147
130,19,4,14.1579466
131,19,3,62.93666825
132,19,2,93.83029701
133,19,1,59.3969174
134,20,7,1.737866137
135,20,6,46.22051204
136,20,5,45.85966156
137,20,4,37.98411889
138,20,3,78.79580088
139,20,2,82.87533594
140,20,1,59.39888856
141,21,7,68.77822351
142,21,6,94.47717858
143,21,5,31.7983098
144,21,4,93.4169486
145,21,3,94.22666545
146,21,2,58.00442458
147,21,1,89.2361856
148,22,7,77.298666
149,22,6,34.3661364
150,22,5,92.14457915
151,22,4,89.18200201
152,22,3,94.34693481
153,22,2,95.32510011
154,22,1,95.29042382
155,23,7,44.29750827
156,23,6,32.72869987
157,23,5,94.34681458
158,23,4,84.54832237
159,23,3,19.85079111
160,23,2,94.47900675
161,23,1,68.73781891
162,24,7,49.43916569
163,24,6,45.85952003
164,24,5,44.23906253
165,24,4,60.75262161
166,24,3,93.41443996
167,24,2,71.68249915
168,24,1,34.56842481
169,25,7,59.76030146
170,25,6,33.33218137
171,25,5,33.09909713
172,25,4,79.11309883
173,25,3,85.48148001
174,25,2,81.58554856
175,25,1,69.69544551
176,26,7,54.90220842
177,26,6,40.71881385
178,26,5,18.79669437
179,26,4,93.83160523
180,26,3,13.48779131
181,26,2,56.33795119
182,26,1,60.4536484
183,27,7,25.0478947
184,27,6,61.10457578
185,27,5,98.51179853
186,27,4,94.34763994
187,27,3,63.48873478
188,27,2,92.27239562
189,27,1,8.825395974
190,28,7,58.76163773
191,28,6,95.45138952
192,28,5,23.8617881
193,28,4,46.22064774
194,28,3,78.59377737
195,28,2,22.70431042
196,28,1,17.09854084
197,29,7,6.971168672
198,29,6,21.84447049
199,29,5,33.14930641
200,29,4,69.39902769
201,29,3,49.31184422
202,29,2,79.92176218
203,29,1,89.05258395
204,30,7,58.76255188
205,30,6,20.83008087
206,30,5,18.26807355
207,30,4,34.36685774
208,30,3,62.1331885
209,30,2,82.35035736
210,30,1,19.38797486
211,31,7,53.7001362
212,31,6,81.98856411
213,31,5,54.94410822
214,31,4,6.376478082
215,31,3,61.5684822
216,31,2,9.864368428
217,31,1,28.11557908
218,32,7,68.77840505
219,32,6,63.23483433
220,32,5,38.23983677
221,32,4,69.69575226
222,32,3,40.71933514
223,32,2,10.11617274
224,32,1,47.65939531
225,33,7,78.63928882
226,33,6,98.51261045
227,33,5,73.854347
228,33,4,21.6795722
229,33,3,21.90016157
230,33,2,87.22337678
231,33,1,70.36521225
232,34,7,0.34037082
233,34,6,59.87069758
234,34,5,89.23543979
235,34,4,97.07479844
236,34,3,31.20161821
237,34,2,80.4785987
238,34,1,37.36831997
239,35,7,53.69878905
240,35,6,92.17405469
241,35,5,63.48616461
242,35,4,86.16999655
243,35,3,4.401954012
244,35,2,6.770727205
245,35,1,21.18665198
246,35,1,100
